name,time,ID,N1,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N2,N20,N3,N4,N5,N6,N7,N8,N9,host,topic
kamal,1643104365394352672,0022,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0022
kamal,1643104365397795362,0015,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0015
kamal,1643104365401655048,0025,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0025
kamal,1643104365409599481,0027,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0027
kamal,1643104365411130059,0034,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0034
kamal,1643104365414725528,0037,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0037
kamal,1643104365418297123,0038,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0038
kamal,1643104365419191576,0041,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0041
kamal,1643104365421566874,0040,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0040
kamal,1643104365423210364,0044,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0044
kamal,1643104365424703312,0042,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0042
kamal,1643104365428771213,0048,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0048
kamal,1643104365430094194,0050,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0050
kamal,1643104366385963276,0001,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0001
kamal,1643104366387567712,0003,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0003
kamal,1643104366390643489,0022,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0022
kamal,1643104366391896906,0016,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0016
kamal,1643104366393909717,0008,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0008
kamal,1643104366395279441,0017,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0017
kamal,1643104366398873873,0010,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0010
kamal,1643104366400208078,0006,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0006
kamal,1643104366406117960,0024,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0024
kamal,1643104366410955541,0026,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0026
kamal,1643104366412773262,0034,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0034
kamal,1643104366415453164,0037,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0037
kamal,1643104366416312094,0041,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0041
kamal,1643104366418563957,0032,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0032
kamal,1643104366423955237,0035,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0035
kamal,1643104366426531356,0044,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0044
kamal,1643104366427318722,0050,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0050
kamal,1643104366429176204,0033,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0033
kamal,1643104366434790957,0039,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0039
kamal,1643104366435320646,0047,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0047
kamal,1643104366436029751,0049,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0049
kamal,1643104366436562059,0043,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0043
kamal,1643104367381217090,0001,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0001
kamal,1643104367383765889,0003,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0003
kamal,1643104367384941341,0022,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5e78f173ebc4,0022
kamal,1643104367388654329,0016,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0016
kamal,1643104367390800732,0008,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0008
kamal,1643104367393195566,0017,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0017
kamal,1643104367396361117,0006,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0006
kamal,1643104367398401029,0010,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0010
kamal,1643104367399753065,0002,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0002
kamal,1643104367400900633,0024,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0024
kamal,1643104367403176270,0018,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0018
kamal,1643104367404062600,0019,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0019
kamal,1643104367405156249,0026,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0026
kamal,1643104367406696644,0011,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0011
kamal,1643104367408221205,0023,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0023
kamal,1643104367411631776,0037,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5e78f173ebc4,0037
kamal,1643104367417683675,0005,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0005
kamal,1643104367425915317,0047,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0047
kamal,1643104367428659950,0040,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0040
kamal,1643104367430475220,0031,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0031
kamal,1643104367433141771,0043,2,2,2,0.006928,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,5e78f173ebc4,0043
kamal,1643104367433923046,0046,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0046
kamal,1643104367440238697,0045,1,1,1,0.001732,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5e78f173ebc4,0045
kamal,1643104368374296294,0001,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5e78f173ebc4,0001
kamal,1643104368376246297,0003,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5e78f173ebc4,0003
kamal,1643104368378122428,0022,4,4,4,0.027712,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,5e78f173ebc4,0022
kamal,1643104368381036980,0016,3,3,3,0.015588,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,5e78f173ebc4,0016
